scenario_id,scenario_description,recommended_care_option,explanation,urgency_level
29253bf3-2c28-4106-b01c-6f990bd13596,A 50-year-old visitor from the UK sightseeing in the city. Visitor needs antidiarrheal medication after stomach upset from travel.,Pharmacy,OTC medications like loperamide (Imodium) for diarrhea are available at any pharmacy without a prescription.,Low
136685a9-a302-4f73-b7cd-dbd491f27491,A 62-year-old tourist from Germany attending a business conference. Traveler has a persistent cough lasting 5 days with no shortness of breath or chest pain.,Urgent Care Center,"Urgent care can evaluate upper respiratory infections, prescribe cough suppressants, and rule out pneumonia with a chest X-ray.",Low-Moderate
cb78bfea-6705-4d65-af57-e30fec689a08,A 22-year-old student from South Korea attending a business conference. Visitor is experiencing severe chest pain radiating to the left arm with shortness of breath.,Emergency Room (ER),Chest pain with radiation to the arm may indicate a cardiac emergency. Call 911 or go to the ER immediately. This is a life-threatening situation requiring immediate evaluation.,Critical
91fc1999-8fe4-4a1d-96ec-27bc5d75c061,"A 45-year-old visitor from Japan attending a business conference. Traveler needs cold and flu medicine, throat lozenges, and a thermometer.",Pharmacy,"Pharmacies stock a full range of OTC cold remedies, sore throat products, and medical devices like thermometers.",Low
ade53dc6-35b6-4924-bdaf-b68e3e324468,A 40-year-old visitor from Saudi Arabia sightseeing in the city. Visitor developed a mild rash after eating at a restaurant and is unsure of the cause.,Urgent Care Center,"Urgent care can evaluate mild allergic reactions and skin rashes, prescribe antihistamines, and rule out more serious conditions.",Moderate
f4991d08-9850-49ea-88cd-106212d71c35,A 33-year-old tourist from Spain at an amusement park. Visitor has a minor ankle sprain after sightseeing and is experiencing mild swelling and pain.,Urgent Care Center,"An urgent care center can assess musculoskeletal injuries like sprains, provide X-rays if needed, and offer wrap/brace support without the long ER wait times or high costs.",Moderate
92175b8d-bccf-4b75-a1ed-a7135fc02a7b,A 25-year-old traveler from India during a road trip. Traveler without insurance needs to see a doctor for a non-emergency concern and cannot afford ER prices.,Community Health Clinic,"Federally Qualified Health Centers (FQHCs) provide care on a sliding fee scale based on income, making them accessible for uninsured visitors.",Low
d081d193-d38f-4bd9-aa46-148993ef25ad,A 72-year-old retiree from Canada at a hotel. Traveler has a sore throat and difficulty swallowing for two days with no breathing problems.,Urgent Care Center,"Urgent care can test for strep throat and prescribe antibiotics if needed, providing faster service than scheduling a primary care visit.",Low-Moderate
4da1b437-4488-40f0-a99f-bee1d23676d4,"A 25-year-old traveler from India after a long-haul flight. Traveler needs cold and flu medicine, throat lozenges, and a thermometer.",Pharmacy,"Pharmacies stock a full range of OTC cold remedies, sore throat products, and medical devices like thermometers.",Low
152a42f9-d100-4df5-9037-b058a0fd3b46,A 55-year-old visitor from China at a hotel. Visitor has a deep laceration that is bleeding heavily and not stopping with direct pressure.,Emergency Room (ER),Uncontrolled bleeding from a deep wound is a medical emergency. Go to the ER or call 911 for immediate wound care and possible surgery.,Critical
17e9f50d-4b0a-4c33-99b1-354f4e0f6e1c,A 33-year-old tourist from Spain on a cruise stopover. Visitor has been vomiting for several hours after eating street food and feels dehydrated.,Urgent Care Center,Food poisoning with mild-to-moderate dehydration can be treated at urgent care with IV fluids if needed. Go to the ER if symptoms worsen severely.,Moderate
a019deb1-76b3-4318-92c9-e08767feab5d,A 28-year-old traveler from Brazil sightseeing in the city. Traveler has a sore throat and difficulty swallowing for two days with no breathing problems.,Urgent Care Center,"Urgent care can test for strep throat and prescribe antibiotics if needed, providing faster service than scheduling a primary care visit.",Low-Moderate
d11160d0-d0fa-4986-b000-e04cf44dd90f,A 35-year-old business traveler from France at a national park. Visitor has been vomiting for several hours after eating street food and feels dehydrated.,Urgent Care Center,Food poisoning with mild-to-moderate dehydration can be treated at urgent care with IV fluids if needed. Go to the ER if symptoms worsen severely.,Moderate
e6bf5f45-6e8f-4e8d-b836-8290f453e8d6,A 62-year-old tourist from Germany at a beach resort. Visitor needs antidiarrheal medication after stomach upset from travel.,Pharmacy,OTC medications like loperamide (Imodium) for diarrhea are available at any pharmacy without a prescription.,Low
0c188e79-c1df-4820-a5fd-ca9f7121181e,A 72-year-old retiree from Canada on a 2-week vacation. Visitor needs routine vaccinations or travel immunizations not received before departure.,Community Health Clinic,"Many community health clinics offer vaccination services, including travel vaccines, often at reduced cost compared to private clinics.",Low
56cde972-1402-46b9-b6f0-473b2bec7ba2,"A 40-year-old visitor from Saudi Arabia at an amusement park. Traveler needs to purchase bandages, antiseptic cream, and wound dressing supplies.",Pharmacy,Pharmacies carry complete first-aid supplies. A pharmacist can also advise on proper wound care for minor injuries.,Low
ae1614d8-d678-4cb4-9b5f-f487e04e7cc5,A 68-year-old visitor from Italy attending a business conference. Traveler has a persistent cough lasting 5 days with no shortness of breath or chest pain.,Urgent Care Center,"Urgent care can evaluate upper respiratory infections, prescribe cough suppressants, and rule out pneumonia with a chest X-ray.",Low-Moderate
e1a7c3fa-afac-43fc-aba5-eb336ebaf0c2,A 33-year-old tourist from Spain on a cruise stopover. Visitor has mild COVID symptoms and wants a virtual consultation before seeking in-person care.,Telehealth Service,"Telehealth providers can assess COVID symptoms, recommend testing, and advise on next steps without requiring an in-person visit.",Moderate
0e9698f3-1d9d-45da-b8d8-de6deb321f5d,"A 30-year-old tourist from Australia at a shopping mall. Visitor has a broken bone with visible deformity after a fall, and extreme pain.",Emergency Room (ER),"Suspected fractures with deformity require ER evaluation for imaging, realignment, and possible casting or surgical intervention.",High
80c0bb8c-2d5c-4dfc-a108-60cb9a3e1738,A 47-year-old traveler from Portugal at an Airbnb rental. Traveler has had a fever of 101°F for 24 hours with mild body aches and no rash.,Urgent Care Center,"Urgent care is appropriate for fevers that are persistent but not dangerously high, allowing evaluation and treatment without ER-level expense.",Moderate
044067f0-80dd-4aca-9906-461688ab305e,"A 25-year-old traveler from India at a national park. Visitor has a broken bone with visible deformity after a fall, and extreme pain.",Emergency Room (ER),"Suspected fractures with deformity require ER evaluation for imaging, realignment, and possible casting or surgical intervention.",High
dfdea8bd-918c-44d9-bbf3-982078106df6,A 62-year-old tourist from Germany visiting family. Traveler ran out of daily allergy medication and needs a refill or OTC equivalent.,Pharmacy,Many allergy medications like cetirizine (Zyrtec) and loratadine (Claritin) are available OTC at pharmacies. Ask the pharmacist for guidance.,Low
612fa768-4ece-4b05-bc21-8bc510ad912c,A 25-year-old traveler from India at a beach resort. Visitor has a high fever of 104°F with stiff neck and sensitivity to light.,Emergency Room (ER),"High fever with neck stiffness and photophobia are classic signs of meningitis, a life-threatening condition. Go to the ER immediately.",Critical
ecf0fe2f-41f2-4a09-be05-bb5e772d5bd8,"A 50-year-old visitor from the UK at an amusement park. Visitor has a broken bone with visible deformity after a fall, and extreme pain.",Emergency Room (ER),"Suspected fractures with deformity require ER evaluation for imaging, realignment, and possible casting or surgical intervention.",High
de45f3f4-0513-4883-9e99-7bc1ecd6e80b,A 25-year-old traveler from India at an Airbnb rental. Traveler without insurance needs to see a doctor for a non-emergency concern and cannot afford ER prices.,Community Health Clinic,"Federally Qualified Health Centers (FQHCs) provide care on a sliding fee scale based on income, making them accessible for uninsured visitors.",Low
f1a3362a-b82e-481f-8972-ea7208c135ad,"A 47-year-old traveler from Portugal on a student exchange program. Traveler needs to purchase bandages, antiseptic cream, and wound dressing supplies.",Pharmacy,Pharmacies carry complete first-aid supplies. A pharmacist can also advise on proper wound care for minor injuries.,Low
d229f5e4-8a47-4deb-abc0-c052d5ecbfa5,A 45-year-old visitor from Japan at a hotel. Traveler needs blood work or basic lab tests but does not have health insurance.,Community Health Clinic,Community health centers can order and interpret basic lab tests on a sliding fee scale for uninsured patients.,Low
bbb01410-5548-400b-b3f5-8eb93addb0f7,A 28-year-old traveler from Brazil at an Airbnb rental. Traveler has had a fever of 101°F for 24 hours with mild body aches and no rash.,Urgent Care Center,"Urgent care is appropriate for fevers that are persistent but not dangerously high, allowing evaluation and treatment without ER-level expense.",Moderate
d7875a88-62b9-431e-bdfd-e39ed9a599fe,"A 25-year-old traveler from India on a cruise stopover. Traveler needs to purchase bandages, antiseptic cream, and wound dressing supplies.",Pharmacy,Pharmacies carry complete first-aid supplies. A pharmacist can also advise on proper wound care for minor injuries.,Low
349b588f-b57d-4edc-a787-07fff989e0f5,A 33-year-old tourist from Spain at a hotel. Traveler sustained a small cut on the hand while cooking that may need stitches.,Urgent Care Center,Urgent care can clean wounds and apply sutures or skin glue for lacerations that do not involve tendons or deep tissue.,Moderate
407bdb8b-0c32-45a3-aca8-58431d9951c3,A 50-year-old visitor from the UK sightseeing in the city. Visitor needs to purchase over-the-counter pain relief medication for a mild headache.,Pharmacy,Pharmacies carry a wide range of OTC medications including acetaminophen (Tylenol) and ibuprofen (Advil) for headache relief. No prescription needed.,Low
a8dccdc9-fd87-4bbb-82aa-a16a11442ab2,A 28-year-old traveler from Brazil at a shopping mall. Traveler feels anxious and stressed during their trip and wants to speak with a mental health professional.,Telehealth Service,Telehealth platforms offer same-day or next-day mental health counseling via video call. No physical visit required.,Low-Moderate
