term_id,term,simple_explanation,visitor_friendly_explanation
424008bf-73f8-4308-83f5-6748732f95d9,Emergency Medical Evacuation,Transportation of a patient to the nearest appropriate medical facility or back to their home country when local treatment is unavailable or insufficient.,"If you are seriously ill or injured and need to be flown home or to a better-equipped hospital, this is called a medical evacuation. Some travel insurance plans cover this, which can cost $50,000 to $200,000 without insurance."
d91062d5-1f4b-433e-9f9a-1f01a724033c,Walk-in Clinic,A medical clinic that accepts patients without a prior appointment.,Walk-in clinics let you see a doctor without scheduling ahead. Most urgent care centers and some pharmacies operate as walk-in clinics. Ideal for travelers with unpredictable schedules.
505e9bc3-5955-41b0-9fc4-1d638fc8fb86,EMTALA,"A US federal law requiring hospitals with ERs to provide stabilizing emergency care to any person, regardless of their ability to pay or insurance status.","In the US, any hospital emergency room must treat you for a life-threatening emergency regardless of whether you have insurance or money. You will receive a bill afterward, but you cannot be turned away from emergency care."
9f228d76-6bef-45b6-b3c4-eee9ee63fd90,Premium,"The monthly amount you pay to maintain your health insurance coverage, regardless of whether you use it.","Your premium is like a monthly subscription fee for your health insurance. You pay it every month to keep your coverage active, even if you never visit a doctor that month."
4ade1d04-7ed7-494d-bc17-084b784516bd,Emergency Medical Evacuation,Transportation of a patient to the nearest appropriate medical facility or back to their home country when local treatment is unavailable or insufficient.,"If you are seriously ill or injured and need to be flown home or to a better-equipped hospital, this is called a medical evacuation. Some travel insurance plans cover this, which can cost $50,000 to $200,000 without insurance."
565044f3-d5ff-4c0b-a483-531d4bad573e,Out-of-Pocket Maximum,The most you will have to pay for covered services in a plan year before your insurance pays 100% of covered costs.,"This is your financial safety net. Once you've spent a certain amount of money on healthcare in a year (e.g., $6,000), your insurance covers 100% of additional covered costs for the rest of the year."
0a41631f-6b4f-4f62-acf6-dda9d0a8d36d,Vital Signs,"Measurements of basic body functions including temperature, blood pressure, pulse rate, and breathing rate.","When you visit any clinic, a nurse will check your vital signs first: your temperature, blood pressure, heart rate, and how fast you breathe. These basic measurements help the doctor understand your overall health state."
e754f15c-3952-49be-89ce-29f0fcf30b73,EMTALA,"A US federal law requiring hospitals with ERs to provide stabilizing emergency care to any person, regardless of their ability to pay or insurance status.","In the US, any hospital emergency room must treat you for a life-threatening emergency regardless of whether you have insurance or money. You will receive a bill afterward, but you cannot be turned away from emergency care."
beb69447-4422-4fbe-8a71-479dfe1229ea,Coinsurance,"After meeting your deductible, the percentage of healthcare costs you share with your insurance company.","After you've met your deductible, coinsurance means you and your insurance both share the remaining bill. For example, with 80/20 coinsurance, your insurance pays 80% and you pay 20% of each bill."
c9f62ac6-6849-4001-a0cd-4e10c0adc109,Explanation of Benefits (EOB),A document from your insurance company explaining what was covered and what you owe after a medical service.,"After a doctor visit, your insurance sends you a summary letter (EOB) that breaks down: what the doctor charged, what the insurance paid, and what you still owe. It is not a bill — it's a record."
42724030-22d4-4297-b9e7-4dabddb6460e,Generic Medication,"A medication that contains the same active ingredient as a brand-name drug, sold at a lower price after the brand's patent expires.","Generic drugs work exactly the same as brand-name drugs but cost significantly less. If your doctor prescribes a brand-name drug, ask the pharmacist if a generic version is available — it can save you a lot of money."
17dccf0e-584c-4cd0-b1bc-51d2b7591794,Emergency Room (ER),"A hospital department providing immediate care for life-threatening medical emergencies, available 24 hours a day, 7 days a week.","The ER is for true emergencies — situations where your life or a limb is at risk. Think: heart attack, stroke, severe allergic reaction, or major accident. Going to the ER for a mild illness is very expensive and involves long waits."
6d88e1b8-0549-4eb3-8a3a-e0aabb5045cd,Medical History,"A record of a patient's past and current health conditions, surgeries, medications, allergies, and family health history.","When you see a doctor in the US, they will ask about your medical history — past illnesses, surgeries, current medications, and allergies. Bring a written summary in English if possible, especially if you have chronic conditions."
f33a8151-8942-4966-8b8d-cc267704b2e2,Telehealth,"Medical consultations, diagnoses, and prescriptions delivered remotely via video call, phone, or messaging.","Telehealth lets you see a licensed US doctor from your phone or computer without going anywhere. Perfect for travelers who need a prescription refill, advice for a mild illness, or mental health support."
0f5c99ee-f027-436e-a2df-6fe8a2a94a36,Medical ID Bracelet,A bracelet worn by individuals with serious medical conditions or allergies to alert emergency responders.,"A medical ID bracelet contains critical health information (like severe allergies or chronic conditions) that emergency responders check if you are unconscious. If you have a serious condition, wearing one while traveling in the US could save your life."
4970312b-c080-42e9-a1cd-95e0e054ef43,Sutures (Stitches),Threads used by medical professionals to close wounds.,"If you have a deep cut, a doctor may use sutures (stitches) to close the wound. This is typically done at urgent care or the ER. After treatment, you will receive instructions on keeping the wound clean and when to have stitches removed."
76bf5ea0-ef36-4337-810d-b765d8ab65c5,Lab Work / Blood Work,"Medical tests performed on blood, urine, or other body fluids to assess health status or diagnose conditions.","When a doctor orders 'labs' or 'blood work,' a small blood or urine sample is collected and analyzed. Results help the doctor understand what is happening in your body, such as checking for infection or monitoring organ function."
