facility_id,facility_type,facility_description,common_use_cases,average_cost_range,average_wait_time,appointment_required,insurance_typically_accepted
55eaf696-cbd3-4086-bd3e-4ed0dadb4dd7,Pharmacy,"A retail pharmacy providing prescription dispensing services, over-the-counter medications, health products, and pharmacist consultation services.","Filling prescriptions from US physicians; purchasing OTC pain relievers, allergy medication, cold remedies; purchasing first aid supplies",$0 – $20 (OTC medications),Up to 1 hour (new prescriptions with insurance verification),No — walk-in for OTC; no appointment for prescription drop-off,US health insurance; GoodRx discount card (no insurance needed); self-pay accepted at all pharmacies
b713d3e2-747a-44c4-83a3-d75ef3f90be8,Urgent Care Center,"A convenient alternative to the ER for moderate health concerns, offering services such as X-rays, lab tests, stitches, and prescription services at a fraction of the ER cost.",Minor fractures; sprains; cuts requiring stitches; ear infections; strep throat; UTIs; mild fevers; skin rashes; respiratory infections,$150 – $350 (with X-ray),30 – 60 minutes (peak hours),No — walk-in available; appointments preferred at some locations,Most major US insurance; many international travel insurance plans; self-pay options available
8ddfc6e6-701b-4719-9c46-9bc3d159b126,Pharmacy,"A retail pharmacy providing prescription dispensing services, over-the-counter medications, health products, and pharmacist consultation services.",Receiving flu shots and other vaccinations; blood pressure screenings; purchasing diabetic supplies; contraception; vitamins and supplements,$0 – $20 (OTC medications),15 – 30 minutes (prescription fill),No — walk-in for OTC; no appointment for prescription drop-off,US health insurance; GoodRx discount card (no insurance needed); self-pay accepted at all pharmacies
6de633e7-9402-4bba-b0c8-256ce7fa2d24,Pharmacy,A community pharmacy where licensed pharmacists dispense prescription medications and advise customers on OTC drug selection and drug interactions.,"Filling prescriptions from US physicians; purchasing OTC pain relievers, allergy medication, cold remedies; purchasing first aid supplies",$0 – $20 (OTC medications),Up to 1 hour (new prescriptions with insurance verification),No — walk-in for OTC; no appointment for prescription drop-off,US health insurance; GoodRx discount card (no insurance needed); self-pay accepted at all pharmacies
e2b7d6f1-035f-4e26-b6ef-a6f680c48ab7,Telehealth Service,"A virtual healthcare platform connecting patients with licensed physicians, nurse practitioners, and mental health professionals via video, phone, or secure messaging.",Cold and flu symptom management; skin condition consultations (photo-based); sleep issues; anxiety and depression support; medication questions,$60 – $150 (specialist telehealth),On-demand: under 15 minutes,On-demand visits: no appointment needed; Scheduled visits: appointment preferred,Many US insurance plans cover telehealth; some international travel insurance plans cover virtual visits; self-pay available
fd5f4166-f967-43d9-99e4-f9b6241a5250,Pharmacy,"A full-service pharmacy offering prescription services, vaccinations, health screenings, and a comprehensive selection of over-the-counter remedies.","Filling prescriptions from US physicians; purchasing OTC pain relievers, allergy medication, cold remedies; purchasing first aid supplies",$0 – $20 (OTC medications),Immediate (OTC purchases),No — walk-in for OTC; no appointment for prescription drop-off,US health insurance; GoodRx discount card (no insurance needed); self-pay accepted at all pharmacies
e1acfb4b-acc6-45a9-bd0f-b05ed63a4fe9,Telehealth Service,"An online medical service providing remote consultations, diagnosis support for minor conditions, prescription services, and care coordination without requiring an in-person visit.",Cold and flu symptom management; skin condition consultations (photo-based); sleep issues; anxiety and depression support; medication questions,$50 – $100 (with prescription),Scheduled: same day or next day,On-demand visits: no appointment needed; Scheduled visits: appointment preferred,Many US insurance plans cover telehealth; some international travel insurance plans cover virtual visits; self-pay available
b4433986-4b1f-4650-8b30-01f15aeade3e,Pharmacy,A community pharmacy where licensed pharmacists dispense prescription medications and advise customers on OTC drug selection and drug interactions.,"Filling prescriptions from US physicians; purchasing OTC pain relievers, allergy medication, cold remedies; purchasing first aid supplies",$10 – $100 (generic prescriptions),Immediate (OTC purchases),No — walk-in for OTC; no appointment for prescription drop-off,US health insurance; GoodRx discount card (no insurance needed); self-pay accepted at all pharmacies
3ba44b28-9b91-4bd5-862b-75dd92d105a9,Telehealth Service,"A digital health platform offering 24/7 access to US-licensed healthcare providers for non-emergency medical consultations, mental health support, and prescription management.",Travel health advice; triage guidance (should I go to the ER?); follow-up care after urgent care; second opinions; lab result interpretation,$60 – $150 (specialist telehealth),On-demand: under 15 minutes,On-demand visits: no appointment needed; Scheduled visits: appointment preferred,Many US insurance plans cover telehealth; some international travel insurance plans cover virtual visits; self-pay available
d69155b2-bbd8-4cc1-bf17-4873c80a7c00,Telehealth Service,"A digital health platform offering 24/7 access to US-licensed healthcare providers for non-emergency medical consultations, mental health support, and prescription management.",Prescription renewals for chronic conditions; mental health counseling; minor illness evaluation; COVID-19 symptom assessment; medical advice,$40 – $75 (basic video visit),Scheduled: same day or next day,On-demand visits: no appointment needed; Scheduled visits: appointment preferred,Many US insurance plans cover telehealth; some international travel insurance plans cover virtual visits; self-pay available
991e114f-28b9-423a-b3ed-2a9eedb0f915,Telehealth Service,"A virtual healthcare platform connecting patients with licensed physicians, nurse practitioners, and mental health professionals via video, phone, or secure messaging.",Cold and flu symptom management; skin condition consultations (photo-based); sleep issues; anxiety and depression support; medication questions,$60 – $150 (specialist telehealth),Mental health: within 24-48 hours,On-demand visits: no appointment needed; Scheduled visits: appointment preferred,Many US insurance plans cover telehealth; some international travel insurance plans cover virtual visits; self-pay available
1e8a453f-aafc-4299-8d21-6d8f258b4352,Pharmacy,"A full-service pharmacy offering prescription services, vaccinations, health screenings, and a comprehensive selection of over-the-counter remedies.","Filling prescriptions from US physicians; purchasing OTC pain relievers, allergy medication, cold remedies; purchasing first aid supplies",$0 – $20 (OTC medications),15 – 30 minutes (prescription fill),No — walk-in for OTC; no appointment for prescription drop-off,US health insurance; GoodRx discount card (no insurance needed); self-pay accepted at all pharmacies
c3289b81-1b87-4fbb-9ffc-9692eb668ce5,Telehealth Service,"A digital health platform offering 24/7 access to US-licensed healthcare providers for non-emergency medical consultations, mental health support, and prescription management.",Prescription renewals for chronic conditions; mental health counseling; minor illness evaluation; COVID-19 symptom assessment; medical advice,$40 – $75 (basic video visit),On-demand: under 15 minutes,On-demand visits: no appointment needed; Scheduled visits: appointment preferred,Many US insurance plans cover telehealth; some international travel insurance plans cover virtual visits; self-pay available
